Latitude,Longitude,Disaster Type,Country,Region,Start Year,Total Deaths,Total Affected,Total Damage ('000 US$)
40.3,9.01,Flood,Italy,Europe,2013,18.0,2700.0,780000.0
27.41,44.81,Flood,Saudi Arabia,Asia,2013,15.0,121.0,
7.2182,100.39,Flood,Thailand,Asia,2013,23.0,15254.0,
43.9958,7.1,Flood,France,Europe,2014,4.0,1000.0,
-6.6324,107.71,Flood,Indonesia,Asia,2014,32.0,20000.0,600000.0
-21.5153,25.61,Flood,South Africa,Africa,2014,32.0,7185.0,85000.0
35.834,66.43,Flood,Afghanistan,Asia,2014,431.0,140100.0,
-6.97805,-67.8,Flood,Brazil,Americas,2015,5.0,1000.0,
-6.55868,108.4,Flood,Indonesia,Asia,2015,,8000.0,
5.70693,-74.5,Mass movement (wet),Colombia,Americas,2015,93.0,348.0,
-5.06017,36.89,Flood,United Republic of Tanzania,Africa,2015,12.0,5000.0,
3.94741,9.88,Flood,Cameroon,Africa,2015,4.0,30000.0,
27.0326,114.98,Flood,China,Asia,2015,58.0,82021.0,800000.0
37.8142,73.26,Flood,Tajikistan,Asia,2015,,5401.0,
33.6304,54.04,Flood,Iran (Islamic Republic of),Asia,2015,23.0,4030.0,
-25.5689,-50.75,Flood,Brazil,Americas,2015,3.0,283140.0,
34.3432,72.27,Flood,Pakistan,Asia,2015,238.0,1572423.0,
20.8137,106.86,Flood,Viet Nam,Asia,2015,32.0,15000.0,204000.0
-25.451,-59.27,Flood,Paraguay,Americas,2015,,3700.0,
41.7575,21.19,Flood,North Macedonia,Europe,2015,7.0,5030.0,87000.0
-11.5042,-65.84,Flood,Bolivia (Plurinational State of),Americas,2015,,4000.0,
20.567,104.762,Flood,Viet Nam,Asia,2015,2.0,100.0,
28.381,-101.772,Storm,Mexico,Americas,2015,14.0,15000.0,823000.0
11.828,78.855,Flood,India,Asia,2015,325.0,1801000.0,2200000.0
-26.037,-55.848,Flood,Paraguay,Americas,2015,12.0,136450.0,
-2.036,39.513,Flood,Kenya,Africa,2015,112.0,240799.0,
-4.762,35.505,Flood,United Republic of Tanzania,Africa,2016,3.0,58896.0,
-42.169,172.21,Flood,New Zealand,Oceania,2016,,300.0,25000.0
-2.057,30.012,Mass movement (wet),Rwanda,Africa,2016,50.0,30030.0,
6.414,-1.165,Flood,Ghana,Africa,2016,10.0,,
18.316,95.26,Flood,Myanmar,Asia,2016,14.0,377667.0,
-12.843,-64.93,Flood,Bolivia (Plurinational State of),Americas,2016,,120.0,
29.988,-91.8,Flood,United States of America,Americas,2016,13.0,70000.0,10000000.0
-7.042,108.238,Flood,Indonesia,Asia,2016,53.0,8920.0,22000.0
42.254,19.446,Flood,Albania,Europe,2016,3.0,4500.0,
4.7,102.411,Flood,Malaysia,Asia,2016,,25000.0,132000.0
7.305,100.061,Flood,Thailand,Asia,2017,96.0,1800000.0,1000000.0
45.575,-74.406,Flood,Canada,Americas,2017,2.0,16113.0,200000.0
-2.879,37.88,Flood,Kenya,Africa,2017,26.0,25000.0,
3.815,-59.015,Flood,Guyana,Americas,2017,,3274.0,
34.349,-111.264,Flood,United States of America,Americas,2017,10.0,,
27.295,86.427,Flood,Nepal,Asia,2017,11.0,6000.0,
29.612,113.645,Flood,China,Asia,2017,16.0,61500.0,361000.0
8.604,80.637,Flood,Sri Lanka,Asia,2017,9.0,13197.0,
10.566,123.171,Flood,Philippines,Asia,2017,,8000.0,
44.885,15.215,Flood,Albania,Europe,2017,1.0,21002.0,8900.0
24.36,55.968,Flood,Oman,Asia,2017,3.0,200.0,
-4.355,15.116,Flood,Democratic Republic of the Congo,Africa,2018,51.0,15760.0,
-10.351,33.847,Flood,Malawi,Africa,2018,1.0,300.0,
-25.312,-57.599,Flood,Paraguay,Americas,2018,,5000.0,
52.883,84.596,Flood,Russian Federation,Europe,2018,2.0,3672.0,
42.698,23.9,Flood,Bulgaria,Europe,2018,,600.0,
10.475,8.238,Flood,Nigeria,Africa,2018,199.0,1922332.0,275000.0
10.426,-66.55,Flood,Venezuela (Bolivarian Republic of),Americas,2018,2.0,1000.0,
-21.965,-69.245,Flood,Chile,Americas,2019,6.0,600.0,
-14.53,34.317,Flood,Malawi,Africa,2019,60.0,975672.0,
45.624,26.653,Flood,Romania,Europe,2019,4.0,362.0,
43.571,15.118,Flood,Yemen,Asia,2019,12.0,500.0,
36.739,140.269,Flood,Japan,Asia,2019,10.0,270.0,
-33.749,-55.922,Flood,Uruguay,Americas,2019,,270.0,
-16.223,36.866,Flood,Mozambique,Africa,2019,28.0,58066.0,
18.398,54.533,Flood,Oman,Asia,2020,3.0,100.0,
-19.398,-45.901,Flood,Brazil,Americas,2020,61.0,11012.0,300000.0
20.691,105.183,Storm,Viet Nam,Asia,2020,5.0,4652.0,1500.0
-14.488,48.767,Storm,Madagascar,Africa,2020,4.0,3200.0,
51.154,22.49,Flood,Poland,Europe,2020,,5200.0,
13.259,44.437,Flood,Yemen,Asia,2020,10.0,150030.0,10000.0
-9.139,14.201,Flood,Angola,Africa,2020,30.0,10600.0,
49.315,30.061,Flood,Ukraine,Europe,2020,3.0,55000.0,153861.0
28.484,-107.661,Flood,Mexico,Americas,2019,3.0,500.0,
7.922,80.835,Flood,Sri Lanka,Asia,2019,3.0,65322.0,
32.666,131.039,Flood,Japan,Asia,2020,82.0,250114.0,5800000.0
-18.013,35.282,Flood,Mozambique,Africa,2020,2.0,8700.0,
-7.011,-76.88,Flood,Peru,Americas,2020,,550.0,
33.039,54.161,Flood,Iran (Islamic Republic of),Asia,2020,8.0,2501.0,
6.142,47.085,Flood,Somalia,Africa,2020,26.0,1000020.0,
24.561,103.055,Flood,Malaysia,Asia,2020,,1210.0,
-4.512,34.218,Flood,United Republic of Tanzania,Africa,2020,2.0,19323.0,
46.388,106.222,Flood,Mongolia,Asia,2020,2.0,1230.0,
-8.02,113.34,Mass movement (wet),Indonesia,Asia,2006,156.0,8313.0,27000.0
17.02,121.82,Flood,Philippines,Asia,2006,4.0,256641.0,9600.0
-23.26,116.94,Storm,Australia,Oceania,2006,,1500.0,2354.0
34.21,45.49,Flood,Iraq,Asia,2006,,41890.0,1300.0
64.15,11.93,Flood,Norway,Europe,2006,1.0,200.0,
4.33,102.54,Flood,Thailand,Asia,2006,,2000.0,
7.17,125.57,Flood,Philippines,Asia,2006,1.0,1000.0,
-14.18,132.39,Flood,Australia,Oceania,2006,,1100.0,
37.69,-99.99,Flood,United States of America,Americas,2006,1.0,600.0,259000.0
-27.44,24.83,Flood,South Africa,Africa,2006,6.0,4160.0,71000.0
22.15,-99.99,Flood,United States of America,Americas,2006,7.0,,12000.0
-7.84,111.86,Flood,Indonesia,Asia,2006,22.0,402.0,
38.69,47.88,Flood,Iran (Islamic Republic of),Asia,2006,14.0,2800.0,16000.0
10.99,41.63,Flood,Ethiopia,Africa,2006,,10000.0,
-4.26,143.22,Flood,Papua New Guinea,Oceania,2006,,400.0,
53.54,-99.99,Flood,Canada,Americas,2006,,1000.0,
42.27,42.83,Flood,Georgia,Asia,2006,,600.0,
52.53,-82.09,Flood,Canada,Americas,2006,,2000.0,
3.42,-56.48,Flood,Suriname,Americas,2006,3.0,25000.0,
43.16,-70.79,Flood,United States of America,Americas,2006,2.0,2500.0,85000.0
10.54,76.05,Flood,India,Asia,2006,32.0,10800.0,
18.73,75.23,Flood,India,Asia,2006,41.0,,
30.92,112.9,Flood,China,Asia,2006,3.0,350035.0,
49.5,20.93,Flood,Slovakia,Europe,2006,,100.0,
58.33,114.58,Flood,Russian Federation,Europe,2006,,1300.0,125000.0
39.74,41.1,Flood,Türkiye,Asia,2006,12.0,,
0.55,123.01,Flood,Indonesia,Asia,2006,,5000.0,
22.35,109.4,Flood,China,Asia,2006,10.0,1400000.0,31000.0
41.41,-86.91,Flood,United States of America,Americas,2006,2.0,2400.0,7000.0
35.35,72.62,Mass movement (wet),Pakistan,Asia,2006,29.0,5.0,
37.56,127.17,Flood,Republic of Korea,Asia,2006,46.0,4630.0,
24.0,112.11,Storm,Viet Nam,Asia,2006,17.0,2000.0,
-72.64,-37.26,Flood,Chile,Americas,2006,18.0,95862.0,
19.91,95.45,Flood,Myanmar,Asia,2006,25.0,10000.0,
34.61,73.2,Flood,Pakistan,Asia,2006,40.0,2000.0,
17.75,-15.0,Flood,Mauritania,Africa,2006,7.0,1619.0,
41.52,-81.09,Flood,United States of America,Americas,2006,1.0,600.0,
13.21,34.76,Flood,Ethiopia,Africa,2006,2.0,38000.0,
13.21,34.76,Flood,Sudan,Africa,2006,27.0,6000.0,
14.42,-1.02,Flood,Burkina Faso,Africa,2006,,15610.0,
11.06,104.68,Flood,Cambodia,Asia,2006,5.0,33000.0,
11.06,104.68,Flood,Viet Nam,Asia,2006,60.0,,
62.45,-99.99,Flood,United States of America,Americas,2006,,150.0,15500.0
35.62,63.54,Flood,Afghanistan,Asia,2006,166.0,17580.0,
28.69,81.31,Mass movement (wet),Nepal,Asia,2006,147.0,80000.0,
60.88,-145.99,Flood,United States of America,Americas,2006,,100.0,
23.34,102.64,Flood,China,Asia,2006,27.0,20004.0,
0.78,39.72,Flood,Somalia,Africa,2006,35.0,155500.0,
4.62,44.6,Flood,Ethiopia,Africa,2006,80.0,361600.0,
14.13,79.93,Flood,India,Asia,2006,47.0,225000.0,
37.64,39.65,Flood,Türkiye,Asia,2006,47.0,63015.0,317000.0
0.78,39.72,Flood,Uganda,Africa,2006,,4000.0,
19.41,-71.78,Flood,Dominican Republic,Americas,2007,3.0,3830.0,
1.87,103.22,Flood,Malaysia,Asia,2006,6.0,100000.0,22000.0
-3.14,30.4,Flood,Burundi,Africa,2006,,4105.0,
10.33,15.33,Flood,Chad,Africa,2006,52.0,,
-12.95,24.37,Flood,Angola,Africa,2007,,6000.0,
6.71,80.95,Flood,Sri Lanka,Asia,2007,18.0,35000.0,
-11.47,-74.46,Flood,Peru,Americas,2007,17.0,47714.0,
-6.22,106.83,Flood,Indonesia,Asia,2007,68.0,217087.0,971000.0
-14.84,49.94,Storm,Madagascar,Africa,2007,80.0,215198.0,240000.0
-17.77,177.48,Flood,Fiji,Oceania,2007,1.0,900.0,30000.0
35.64,4.2,Flood,Algeria,Africa,2007,22.0,,13561.0
8.38,-75.59,Flood,Colombia,Americas,2007,146.0,1504317.0,
30.28,107.78,Flood,China,Asia,2007,43.0,2300050.0,78000.0
6.49,80.08,Flood,Sri Lanka,Asia,2007,15.0,121000.0,50.0
39.35,69.46,Flood,Tajikistan,Asia,2007,1.0,17184.0,
26.26,94.02,Flood,India,Asia,2007,15.0,200000.0,
21.03,77.52,Flood,India,Asia,2007,62.0,10000.0,
25.26,67.9,Storm,Pakistan,Asia,2007,242.0,1650000.0,1620000.0
53.88,-0.91,Flood,United Kingdom of Great Britain and Northern Ireland,Europe,2007,6.0,30000.0,4000000.0
35.28,71.14,Flood,Afghanistan,Asia,2007,113.0,4000.0,
52.07,-2.1,Flood,United Kingdom of Great Britain and Northern Ireland,Europe,2007,7.0,340000.0,4000000.0
-1.74,121.49,Flood,Indonesia,Asia,2007,88.0,3389.0,
24.1,100.16,Flood,China,Asia,2007,170.0,386000.0,40000.0
38.53,126.61,Flood,Democratic People's Republic of Korea,Asia,2007,610.0,1170518.0,300000.0
0.88,34.28,Flood,Uganda,Africa,2007,29.0,718045.0,71.0
14.62,-83.64,Flood,Mexico,Americas,2007,,55000.0,
34.95,5.79,Flood,Algeria,Africa,2007,18.0,,29500.0
38.57,125.83,Storm,Japan,Asia,2007,4.0,,
38.57,125.83,Storm,Democratic People's Republic of Korea,Asia,2007,,1649.0,
46.26,14.03,Storm,Slovenia,Europe,2007,6.0,1050.0,292000.0
-7.74,114.0,Flood,Indonesia,Asia,2008,14.0,7000.0,
10.27,-84.95,Flood,Costa Rica,Americas,2007,,12500.0,
20.91,86.4,Flood,India,Asia,2007,80.0,7200000.0,275000.0
14.6,-90.49,Flood,Guatemala,Americas,2007,11.0,656.0,
10.98,-85.44,Flood,Guatemala,Americas,2007,,1440.0,
10.98,-85.44,Flood,El Salvador,Americas,2007,2.0,500.0,
15.87,107.78,Flood,Viet Nam,Asia,2007,15.0,22000.0,10000.0
16.32,107.36,Flood,Viet Nam,Asia,2007,83.0,94042.0,300000.0
18.53,-70.06,Storm,Bahamas,Americas,2007,1.0,7000.0,
38.64,-0.27,Flood,Spain,Europe,2007,3.0,3600.0,
18.53,-70.06,Storm,Cuba,Americas,2007,1.0,192488.0,500000.0
18.53,-70.06,Storm,Dominican Republic,Americas,2007,129.0,79728.0,77700.0
-22.72,-43.42,Flood,Brazil,Americas,2007,6.0,2272.0,
9.72,99.0,Flood,Thailand,Asia,2007,2.0,100000.0,1500.0
23.76,121.02,Storm,Taiwan (Province of China),Asia,2007,18.0,1067.0,35000.0
17.57,121.76,Storm,Philippines,Asia,2007,8.0,33884.0,2971.0
6.96,3.3,Flood,Nigeria,Africa,2007,6.0,5000.0,
20.45,86.2,Flood,India,Asia,2007,15.0,500000.0,
7.72,81.4,Flood,Sri Lanka,Asia,2007,,250000.0,
3.89,102.93,Flood,Malaysia,Asia,2007,29.0,29000.0,363000.0
18.93,-71.03,Storm,Haiti,Americas,2007,3.0,2352.0,
-3.61,38.69,Flood,Kenya,Africa,2007,4.0,2000.0,
-20.78,31.24,Flood,Mozambique,Africa,2007,,,
39.63,-119.2,Flood,United States of America,Americas,2008,2.0,1500.0,
-6.23,106.83,Flood,Indonesia,Asia,2008,,1000.0,
-24.5,-47.88,Flood,Brazil,Americas,2008,4.0,49506.0,
-22.92,-61.66,Flood,Argentina,Americas,2008,,85000.0,
-22.46,149.54,Flood,Australia,Oceania,2008,2.0,1000.0,1100000.0
-3.38,38.17,Flood,United Republic of Tanzania,Africa,2008,1.0,1500.0,
0.54,101.78,Flood,Indonesia,Asia,2008,,60000.0,
36.23,-89.15,Flood,United States of America,Americas,2008,18.0,1000.0,2000.0
7.83,80.82,Flood,Sri Lanka,Asia,2008,8.0,54323.0,
44.46,-77.47,Flood,Canada,Americas,2008,,400.0,
4.65,95.77,Flood,Indonesia,Asia,2008,,34514.0,
7.18,80.77,Flood,Sri Lanka,Asia,2008,25.0,362582.0,
8.25,-64.88,Flood,Suriname,Americas,2008,2.0,6548.0,
-1.57,40.12,Flood,Kenya,Africa,2008,16.0,8658.0,
22.33,113.15,Storm,China,Asia,2008,,42000.0,80000.0
17.31,103.66,Storm,Thailand,Asia,2008,,,
35.05,-90.45,Storm,United States of America,Americas,2008,82.0,200000.0,30000000.0
21.9,104.59,Storm,Viet Nam,Asia,2008,46.0,58511.0,63000.0
4.0,41.9,Flood,Kenya,Africa,2008,3.0,6000.0,
1.25,43.5,Flood,Somalia,Africa,2008,,52000.0,
20.61,-76.17,Flood,Cuba,Americas,2008,,20000.0,
17.95,147.03,Flood,Philippines,Asia,2008,10.0,239763.0,4088.0
-21.56,147.03,Flood,Australia,Oceania,2008,4.0,1200.0,275000.0
-3.33,103.14,Flood,Indonesia,Asia,2008,24.0,15000.0,
42.84,-123.77,Flood,United States of America,Americas,2008,,30000.0,
42.24,-2.6,Storm,France,Europe,2009,11.0,,3200000.0
19.32,-70.14,Flood,Dominican Republic,Americas,2009,2.0,4565.0,44000.0
-16.59,-44.89,Flood,Brazil,Americas,2009,16.0,1048.0,
4.36,-76.51,Flood,Colombia,Americas,2009,23.0,31250.0,
-9.84,14.15,Flood,Angola,Africa,2009,2.0,415.0,
-8.14,-158.66,Flood,Solomon Islands,Oceania,2009,21.0,7000.0,
19.28,-70.08,Flood,Dominican Republic,Americas,2009,5.0,10000.0,8403.0
-20.11,120.56,Storm,Australia,Oceania,2009,,400.0,
48.25,-97.03,Flood,United States of America,Americas,2009,2.0,5060.0,166000.0
-29.41,30.82,Flood,South Africa,Africa,2009,3.0,300.0,
33.07,63.59,Flood,Afghanistan,Asia,2009,39.0,60016.0,20000.0
-29.05,152.73,Storm,Australia,Oceania,2009,1.0,15000.0,60000.0
41.0,40.04,Flood,Türkiye,Asia,2009,7.0,111.0,
44.87,17.48,Flood,Bosnia and Herzegovina,Europe,2009,,1100.0,
47.4,15.71,Flood,Austria,Europe,2009,,,
25.26,89.09,Flood,Bangladesh,Asia,2009,6.0,500000.0,
33.92,72.25,Flood,Pakistan,Asia,2009,36.0,75000.0,
-25.1,-56.27,Flood,Paraguay,Americas,2009,,12035.0,820.0
7.07,79.94,Flood,Sri Lanka,Asia,2009,,60000.0,
42.53,-7.51,Storm,Spain,Europe,2009,,1793.0,
5.74,100.96,Flood,Malaysia,Asia,2009,,1793.0,
18.48,-91.05,Flood,Thailand,Asia,2009,15.0,200000.0,
-31.26,-56.48,Flood,Uruguay,Americas,2009,1.0,4000.0,
-31.17,151.75,Flood,Australia,Oceania,2009,,200.0,
-6.8,36.02,Flood,United Republic of Tanzania,Africa,2009,18.0,50000.0,
-22.98,-44.07,Mass movement (wet),Brazil,Americas,2009,74.0,1000.0,145000.0
28.0,85.71,Flood,Nepal,Asia,2009,30.0,,
15.19,108.02,Flood,Viet Nam,Asia,2009,17.0,40000.0,
39.48,-74.87,Flood,United States of America,Americas,2010,,,
-12.99,-72.94,Flood,Peru,Americas,2009,158.0,236308.0,
-17.83,-63.6,Flood,Bolivia (Plurinational State of),Americas,2010,26.0,227860.0,
9.11,-82.64,Flood,Panama,Americas,2010,,1000.0,
0.01,34.5,Flood,Kenya,Africa,2010,94.0,141164.0,
-19.96,34.25,Flood,Mozambique,Africa,2010,5.0,17000.0,
-26.21,147.95,Flood,Australia,Oceania,2010,,,109000.0
-18.69,23.23,Flood,Namibia,Africa,2010,8.0,110000.0,
34.58,-95.1,Flood,United States of America,Americas,2010,20.0,,
33.53,76.12,Flood,India,Asia,2010,196.0,12725.0,
22.11,105.95,Storm,Viet Nam,Asia,2010,10.0,12400.0,
28.35,84.78,Flood,Nepal,Asia,2010,12.0,,
13.6,14.0,Flood,Niger,Africa,2010,3.0,226611.0,
40.365,124.97,Flood,Democratic People's Republic of Korea,Asia,2010,,38785.0,
21.3521,39.94,Flood,Saudi Arabia,Asia,2011,11.0,,300000.0
12.52,108.9,Flood,Viet Nam,Asia,2010,31.0,39008.0,107700.0
9.074,-83.31,Flood,Costa Rica,Americas,2010,24.0,3000.0,
45.13,11.14,Flood,Italy,Europe,2010,,300.0,
50.85,4.35,Flood,Belgium,Europe,2010,3.0,690.0,238146.0
50.78,-3.57,Flood,United Kingdom of Great Britain and Northern Ireland,Europe,2010,,400.0,
40.106,21.46,Flood,Greece,Europe,2010,1.0,150.0,
9.88,78.47,Flood,India,Asia,2010,203.0,,22000.0
-24.77,147.63,Flood,Australia,Oceania,2010,35.0,175000.0,7300000.0
-4.05208,104.67,Flood,Malaysia,Asia,2011,2.0,20000.0,
-18.939,122.73,Flood,Australia,Oceania,2011,,217.0,
-18.188,20.64,Flood,Namibia,Africa,2011,108.0,500000.0,12000.0
8.104,125.091,Flood,Philippines,Asia,2011,16.0,241777.0,280.0
4.211,97.09,Flood,Indonesia,Asia,2011,21.0,750.0,
19.3801,101.56,Flood,Lao People's Democratic Republic,Asia,2011,14.0,37000.0,
22.564,89.05,Flood,Bangladesh,Asia,2011,10.0,1570559.0,
22.306,88.34,Flood,India,Asia,2011,47.0,700000.0,275000.0
40.186,-70.06,Storm,United States of America,Americas,2011,46.0,370000.0,7300000.0
20.651,86.0,Flood,India,Asia,2011,239.0,3443989.0,930000.0
44.422,9.33,Flood,Italy,Europe,2011,10.0,,545000.0
37.417,109.53,Flood,China,Asia,2011,22.0,3800000.0,
0.1257,35.57,Flood,Kenya,Africa,2011,8.0,4000.0,
8.085,125.93,Flood,Philippines,Asia,2011,,8610.0,178881.0
-21.71,146.64,Flood,Australia,Oceania,2012,2.0,13000.0,225000.0
-4.39,137.83,Flood,Indonesia,Asia,2011,18.0,3000.0,
7.677,-64.77,Flood,Venezuela (Bolivarian Republic of),Americas,2011,9.0,,
-10.4897,-67.99,Flood,Brazil,Americas,2012,3.0,89000.0,
-1.40095,29.36,Flood,Rwanda,Africa,2012,5.0,11160.0,
42.0681,44.52,Flood,Georgia,Asia,2012,5.0,100018.0,3000.0
30.3632,-58.51,Flood,United States of America,Americas,2012,2.0,300.0,174000.0
37.0528,70.0,Flood,Afghanistan,Asia,2012,20.0,,
38.19,126.24,Storm,Democratic People's Republic of Korea,Asia,2012,59.0,44461.0,
54.04,-2.13,Flood,United Kingdom of Great Britain and Northern Ireland,Europe,2012,3.0,1710.0,81000.0
43.1605,12.41,Flood,Italy,Europe,2012,6.0,20000.0,15000.0
4.94,44.89,Flood,Somalia,Africa,2012,6.0,12200.0,
9.56,29.58,Flood,South Sudan,Africa,2012,15.0,3000.0,
31.41,113.04,Flood,China,Asia,2012,58.0,140000.0,600000.0
53.45,-1.19,Flood,United Kingdom of Great Britain and Northern Ireland,Europe,2012,4.0,1700.0,1630000.0
-6.17945,106.73,Flood,Indonesia,Asia,2013,34.0,248846.0,3000000.0
42.0408,21.58,Flood,North Macedonia,Europe,2013,1.0,4864.0,
16.3191,121.14,Flood,Philippines,Asia,2013,31.0,3096422.0,2190000.0
32.714,76.61,Flood,India,Asia,2013,6054.0,504473.0,1100000.0
25.8633,118.14,Storm,China,Asia,2013,1.0,3000.0,253000.0
22.7696,113.69,Storm,China,Asia,2013,88.0,8000000.0,2120000.0
38.2138,-94.15,Flood,United States of America,Americas,2013,3.0,6000.0,25000.0
42.0043,19.62,Flood,Albania,Europe,2013,,2800.0,
0.058024,36.52,Flood,Kenya,Africa,2013,18.0,10780.0,
30.66,-96.01,Flood,United States of America,Americas,2013,4.0,4800.0,
45.749,27.553,Flood,Romania,Europe,2013,9.0,6901.0,11000.0
38.002,-105.143,Flood,United States of America,Americas,2013,9.0,21900.0,1900000.0
13.082,101.694,Flood,Thailand,Asia,2013,61.0,3500000.0,482000.0
4.48013,97.29,Flood,Indonesia,Asia,2013,,22500.0,2000.0
37.5597,-86.79,Flood,United States of America,Americas,2013,5.0,,
-13.3888,-64.01,Mass movement (wet),Bolivia (Plurinational State of),Americas,2014,74.0,11400.0,200000.0
-4.14041,29.65,Flood,Burundi,Africa,2014,96.0,12682.0,2000.0
33.1767,76.41,Flood,India,Asia,2015,44.0,2122.0,76000.0
-0.795,36.25,Flood,Kenya,Africa,2015,13.0,3000.0,
-44.1033,-72.92,Flood,Chile,Americas,2015,,116.0,
10.7121,79.18,Flood,India,Asia,2015,8.0,200.0,
34.1936,-97.99,Flood,United States of America,Americas,2015,32.0,12000.0,2700000.0
42.0683,44.54,Flood,Georgia,Asia,2015,40.0,10320.0,23000.0
7.38005,-0.55,Flood,Ghana,Africa,2015,25.0,5000.0,12000.0
26.9195,93.87,Mass movement (wet),India,Asia,2015,3.0,9000.0,
10.1743,-83.83,Flood,Costa Rica,Americas,2015,,9666.0,
15.5509,120.8,Flood,Philippines,Asia,2015,4.0,3000.0,
20.175,95.53,Flood,Myanmar,Asia,2015,149.0,1621703.0,119000.0
6.66576,-58.74,Flood,Guyana,Americas,2015,,199000.0,
26.8946,93.75,Flood,India,Asia,2015,5.0,18000.0,
41.287,19.966,Flood,Albania,Europe,2015,1.0,300.0,
33.054,71.779,Flood,Pakistan,Asia,2016,92.0,77.0,
48.407,10.22,Flood,Germany,Europe,2016,7.0,,2000000.0
38.945,-80.555,Storm,United States of America,Americas,2016,25.0,2000.0,1000000.0
24.753,112.952,Flood,China,Asia,2016,68.0,165000.0,3000000.0
36.104,72.793,Flood,Pakistan,Asia,2016,46.0,410.0,
27.976,114.24,Flood,China,Asia,2016,289.0,60000000.0,22000000.0
-6.894,36.0,Flood,United Republic of Tanzania,Africa,2016,13.0,27933.0,
-11.594,16.056,Flood,Angola,Africa,2016,30.0,1544.0,
24.095,90.04,Flood,Bangladesh,Asia,2016,106.0,1900000.0,150000.0
0.649,123.245,Flood,Indonesia,Asia,2016,2.0,4500.0,
14.867,100.395,Flood,Thailand,Asia,2016,4.0,204000.0,120000.0
18.92,-70.125,Flood,Dominican Republic,Americas,2016,15.0,2792000.0,
45.151,27.562,Flood,Romania,Europe,2016,1.0,300.0,
47.256,31.348,Flood,Ukraine,Europe,2016,3.0,200.0,
-33.277,139.898,Flood,Australia,Oceania,2016,1.0,280.0,25000.0
5.122,102.56,Flood,Malaysia,Asia,2016,,400.0,
24.302,121.216,Flood,Taiwan (Province of China),Asia,2017,5.0,4074.0,28100.0
54.367,-7.747,Flood,Ireland,Europe,2017,,200.0,
51.254,70.047,Flood,Kazakhstan,Asia,2017,,7000.0,
-45.953,-67.939,Flood,Argentina,Americas,2017,1.0,9000.0,
-24.206,-48.623,Flood,Brazil,Americas,2018,3.0,1000.0,43000.0
8.169,9.45,Flood,Nigeria,Africa,2017,,10000.0,
31.164,34.861,Flood,Israel,Asia,2018,12.0,,
5.247,101.026,Flood,Malaysia,Asia,2017,7.0,3500.0,
23.917,-98.308,Flood,Mexico,Americas,2017,2.0,800.0,
45.457,105.881,Flood,Italy,Europe,2017,1.0,1000.0,125000.0
48.511,1.606,Flood,France,Europe,2018,,2750.0,372000.0
-14.405,-64.013,Flood,Bolivia (Plurinational State of),Americas,2018,6.0,12186.0,
-1.784,30.012,Flood,Rwanda,Africa,2018,24.0,360.0,11000.0
23.226,92.13,Flood,Bangladesh,Asia,2018,21.0,14000.0,
50.358,-119.241,Flood,Canada,Americas,2018,,4000.0,
33.907,3.215,Flood,Algeria,Africa,2018,6.0,200.0,
-4.015,29.641,Flood,Burundi,Africa,2018,,23000.0,
45.946,24.989,Flood,Romania,Europe,2018,,2300.0,
47.381,81.478,Flood,Kazakhstan,Asia,2018,,400.0,
19.018,-69.704,Flood,Dominican Republic,Americas,2018,,7390.0,
18.191,95.434,Flood,Myanmar,Asia,2018,16.0,109650.0,
6.806,80.637,Flood,Sri Lanka,Asia,2018,12.0,75000.0,
13.487,31.942,Flood,Sudan,Africa,2018,23.0,70060.0,
26.674,41.295,Flood,Saudi Arabia,Asia,2019,12.0,271.0,
47.204,111.071,Flood,Mongolia,Asia,2019,12.0,500.0,
24.555,12.691,Flood,Libya,Africa,2019,4.0,20030.0,7100.0
18.54,45.254,Flood,Saudi Arabia,Asia,2019,1.0,36.0,
40.706,41.047,Flood,Türkiye,Asia,2019,10.0,70.0,
44.089,19.298,Flood,Bosnia and Herzegovina,Europe,2019,,159.0,
58.911,102.485,Flood,Russian Federation,Europe,2019,31.0,33190.0,460000.0
32.951,130.545,Flood,Japan,Asia,2019,1.0,302.0,100000.0
38.05,-1.091,Flood,Spain,Europe,2019,7.0,3500.0,2500000.0
0.728,39.414,Flood,Kenya,Africa,2019,90.0,233339.0,
15.52,-15.516,Flood,Senegal,Africa,2019,6.0,8968.0,
