Country,year,annual_temp,baseline_temp,anomaly,anomaly_smooth
Mongolia,1851,-0.6467272727272726,-0.630011111111111,-0.01671616161616163,-1.0540248737373736
Mongolia,1852,-1.8909166666666666,-0.630011111111111,-1.2609055555555555,-0.9031010101010102
Mongolia,1853,-2.2845,-0.630011111111111,-1.654488888888889,-0.2546101010101009
Mongolia,1854,-0.9294166666666666,-0.630011111111111,-0.2994055555555556,0.03184444444444452
Mongolia,1855,1.328454545454546,-0.630011111111111,1.9584656565656569,0.09177777777777789
Mongolia,1856,0.7855454545454547,-0.630011111111111,1.4155565656565656,0.4200111111111113
Mongolia,1857,-1.5912499999999996,-0.630011111111111,-0.9612388888888886,0.8256035353535356
Mongolia,1858,-0.6433333333333331,-0.630011111111111,-0.013322222222222124,0.06489595959595977
Mongolia,1859,1.0985454545454547,-0.630011111111111,1.7285565656565658,0.4707868686868689
Mongolia,1860,-2.475083333333333,-0.630011111111111,-1.845072222222222,0.7689641414141415
Mongolia,1861,2.8150000000000004,-0.630011111111111,3.4450111111111115,1.1600489898989899
Mongolia,1862,-0.10036363636363693,-0.630011111111111,0.529647474747474,0.9283944444444444
Mongolia,1863,1.312090909090909,-0.630011111111111,1.9421020202020198,1.5219383838383835
Mongolia,1864,-0.05972727272727273,-0.630011111111111,0.5702838383838382,1.10190202020202
Mongolia,1865,0.4926363636363634,-0.630011111111111,1.1226474747474744,1.8309147474747474
Mongolia,1866,0.7148181818181822,-0.630011111111111,1.344829292929293,1.3874465656565655
Mongolia,1867,3.5447,-0.630011111111111,4.174711111111111,1.2065920202020202
Mongolia,1868,-0.9052499999999998,-0.630011111111111,-0.2752388888888888,0.8996465656565655
Mongolia,1869,-0.9639999999999999,-0.630011111111111,-0.3339888888888889,0.5147829292929291
Mongolia,1870,-1.042090909090909,-0.630011111111111,-0.412079797979798,-0.5925737373737375
Mongolia,1871,-1.2095000000000007,-0.630011111111111,-0.5794888888888897,-0.48637373737373757
Mongolia,1872,-1.9920833333333332,-0.630011111111111,-1.3620722222222224,-0.2885570707070708
Mongolia,1873,-0.3742499999999997,-0.630011111111111,0.2557611111111113,-0.1833555555555558
Mongolia,1874,0.025083333333333496,-0.630011111111111,0.6550944444444444,-0.15233888888888897
Mongolia,1875,-0.5160833333333336,-0.630011111111111,0.1139277777777774,0.392841414141414
